txn_amount,txn_amount_log,txn_hour,txn_day_of_week,txn_is_weekend,txn_is_night,amount_vs_user_avg_ratio,amount_vs_user_max_ratio,amount_round_number_flag,amount_just_below_limit_flag,vel_txn_count_1m,vel_txn_count_5m,vel_txn_count_1h,vel_txn_count_24h,vel_amount_sum_1h,vel_amount_sum_24h,geo_distance_from_last_txn_km,time_since_last_txn_seconds,geo_speed_kmh,geo_is_impossible_travel,device_is_new,device_is_rooted,device_is_emulator,receiver_is_blacklisted,receiver_is_new,sender_graph_risk_score,is_fraud
83.49,4.436633184164753,21,4,0,0,0.1777971804591337,0.1777971804591337,0,0,0,1,1,1,469.58,469.58,2.526262203158946,62.62,145.23385390246256,0,0,0,0,0,1,0.05,0
90.51,4.516448255927287,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
295.18,5.690967377609358,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
1651.94,7.4103107995215955,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
505.8,6.228116448446984,21,4,0,0,1.1004982485150454,1.1004982485150454,0,0,1,1,1,1,459.61,459.61,6.110184089947093,20.2,1088.9436991984917,1,0,0,0,0,1,0.05,0
21.36,3.1072736482868986,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
5164.64,8.549784284816425,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
1494.99,7.310543474020102,21,4,0,0,0.9082508611733829,0.9082508611733829,0,0,1,1,1,1,1646.01,1646.01,4.052750021360234,8.28,1762.0652266783627,1,0,0,0,0,1,0.05,0
1824.95,7.509855678523715,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
30.31,3.443937535338314,21,4,0,0,0.06312742116882576,0.06312742116882576,0,0,0,1,1,1,480.14,480.14,4.299092634714071,79.59,194.45575430293576,0,0,0,0,0,1,0.05,0
268.42,5.596271500270422,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
843.74,6.739028887702491,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
5451.99,8.603919361071455,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
1358.58,7.21493110750488,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
215.93,5.37957472085497,21,4,0,0,10.109082397003746,10.109082397003746,0,0,1,1,1,1,21.36,21.36,5.2627080967302335,4.82,3930.653350254946,1,0,0,0,0,1,0.05,0
1944.84,7.573449039427371,21,4,0,0,2.1135889410537296,2.1135889410537296,0,0,0,1,1,1,920.16,920.16,9.217482069356704,71.76,462.4154884292661,0,0,0,0,0,1,0.05,0
964.6,6.872749669783322,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
789.48,6.672640355886707,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
744.65,6.614256321208791,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
155.23,5.051329280423812,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
391.95,5.973682377312184,21,4,0,0,0.2372664866762715,0.2372664866762715,0,0,1,1,1,1,1651.94,1651.94,4.246298620748075,8.31,1839.5517490605375,1,0,0,0,0,1,0.05,0
42.59,3.774827766250301,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
747.97,6.618698929310521,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
778.25,6.658331918647447,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
50.47,3.940999113664663,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
515.87,6.247791392212425,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
9339.45,9.142109709933797,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,1,0,0,1,0.05,1
261.11,5.568764262978113,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
1165.68,7.0619173873155185,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
47.75,3.886705197443856,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
329.28,5.799940779549228,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
3185.99,8.066832176665317,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
1218.08,7.105851754891454,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
519.76,6.255289283029196,21,4,0,0,0.2833251567184519,0.2833251567184519,0,0,1,1,1,1,1834.5,1834.5,3.930731079114938,34.54,409.68824217758475,0,0,0,0,0,1,0.05,0
177.81,5.186323789587112,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
319.22,5.7690082595739085,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
1130.65,7.031432023675735,21,4,0,0,1.1063706950961159,0.6844376914415778,0,0,2,2,2,2,2043.89,2043.89,8.66987699064522,6.05,5158.935068813685,1,0,0,0,0,1,0.05,0
2194.63,7.694224300273405,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
2050.66,7.626404500554425,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
62503.74,11.042997672848786,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,1,0,0,1,0.05,1
1744.6,7.464853615078806,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
781.82,6.662902784505712,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
33.56,3.542696943935855,21,4,0,0,0.01711188500976438,0.01711188500976438,0,0,1,1,1,1,1961.21,1961.21,6.259513009648431,54.93,410.2356969731358,0,0,0,0,0,1,0.05,0
1339.22,7.20058905857352,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
59585.59,10.995185827737144,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,1,0,0,1,0.05,1
61.3,4.131961425793407,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
305.01,5.723617781156972,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
397.68,5.988159090099256,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
859.6,6.7576298204044996,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
1121.06,7.022921560588683,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
276.35,5.6252802465012435,21,4,0,0,12.163292253521128,12.163292253521128,0,0,0,1,1,1,22.72,22.72,3.803933920038034,96.85,141.39558195288512,0,0,0,0,0,1,0.05,0
1009.24,6.917943205369627,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
51.46,3.9600509744387278,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
1565.7,7.356726775399442,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
3000.49,8.006864111018848,21,4,0,0,0.5809678893398184,0.5809678893398184,0,0,1,1,1,1,5164.64,5164.64,8.556530152194659,33.57,917.5903648466123,1,0,0,0,0,1,0.05,0
539.89,6.293215931000806,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
250.81,5.528674834880441,21,4,0,0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,86400.0,0.0,0,1,0,0,0,1,0.05,0
478.35,6.172431019523006,21,4,0,0,0.5312992869360464,0.5312992869360464,0,0,0,1,1,1,900.34,900.34,2.1215104598746697,113.7,67.1718351411505,0,0,0,0,0,1,0.05,0
