transaction_id,sender_vpa,receiver_vpa,amount,currency,transaction_type,timestamp,device_id,is_rooted,is_emulator,latitude,longitude,ip_address,org_id,is_fraud,fraud_type
TXN_20260612_000014,user_453@upi,user_454@upi,1969.48,INR,P2P,2026-06-12T21:41:50.068158Z,d_7248a3f1468a,0,0,13.026470942132367,77.51203790530207,119.45.47.208,hdfc_bank,0,LEGITIMATE
TXN_20260612_000015,user_370@upi,user_391@upi,920.16,INR,P2P,2026-06-12T21:41:45.428158Z,d_ae9fd2f60f9d,0,0,12.923773616542292,77.49588941130456,79.208.25.87,paytm_psp,0,LEGITIMATE
TXN_20260612_000016,user_366@upi,merchant_8@paytm,344.95,INR,P2M,2026-06-12T21:41:33.128158Z,d_8c4a1f0073d7,0,0,13.047428722589306,77.57048633057882,117.184.122.41,paytm_psp,0,LEGITIMATE
TXN_20260612_000017,user_264@upi,user_24@upi,482.77,INR,P2P,2026-06-12T21:41:34.008158Z,d_0081af1d058f,0,0,13.114907492173465,77.67864100591974,62.52.122.12,hdfc_bank,0,LEGITIMATE
TXN_20260612_000018,user_330@upi,user_468@upi,1489.16,INR,P2P,2026-06-12T21:41:23.528158Z,d_f4dfafa26dc3,0,0,12.850370669397682,77.6451806816372,147.236.166.122,paytm_psp,0,LEGITIMATE
TXN_20260612_000019,user_460@upi,user_259@upi,66.68,INR,P2P,2026-06-12T21:41:50.528158Z,d_b9625a0930e2,0,0,12.858266055758557,77.47371278183098,207.174.242.23,hdfc_bank,0,LEGITIMATE
TXN_20260612_000020,user_223@upi,user_79@upi,3138.92,INR,P2P,2026-06-12T21:41:31.928158Z,d_675a19548877,0,0,12.977444943679084,77.62274203935065,82.92.201.139,hdfc_bank,0,LEGITIMATE
TXN_20260612_000021,user_486@upi,user_61@upi,243.24,INR,P2P,2026-06-12T21:42:01.898158Z,d_ed164979504f,0,0,12.810096155972872,77.52310988775068,65.250.197.145,paytm_psp,0,LEGITIMATE
TXN_20260612_000022,user_489@upi,user_256@upi,394.86,INR,P2P,2026-06-12T21:41:26.448158Z,d_35c2f569aa92,0,0,12.905354939668236,77.55259117421389,65.19.109.209,paytm_psp,0,LEGITIMATE
TXN_20260612_000023,user_68@upi,merchant_1@paytm,1961.21,INR,P2M,2026-06-12T21:42:14.518158Z,d_0b43a6028024,0,0,12.876307470989754,77.55976136700451,158.207.3.173,paytm_psp,0,LEGITIMATE
TXN_20260612_000024,user_22@upi,user_248@upi,1552.69,INR,P2P,2026-06-12T21:42:11.048158Z,d_4fb66d0ba257,0,0,12.920975953834326,77.65273250157371,49.221.140.32,paytm_psp,0,LEGITIMATE
TXN_20260612_000025,user_38@upi,user_62@upi,182.25,INR,P2P,2026-06-12T21:41:28.578158Z,d_964ebfe6f463,0,0,12.972450324699054,77.41939984600967,111.133.88.62,hdfc_bank,0,LEGITIMATE
TXN_20260612_000026,user_306@upi,user_388@upi,1997.66,INR,P2P,2026-06-12T21:42:17.428158Z,d_4f86d7a0dabc,0,0,12.84445344211224,77.5084017673503,51.237.203.52,hdfc_bank,0,LEGITIMATE
TXN_20260612_000027,user_229@upi,user_453@upi,2442.94,INR,P2P,2026-06-12T21:42:22.478158Z,d_3d3da4366d35,0,0,13.009758500945564,77.41452747632368,142.37.37.224,hdfc_bank,0,LEGITIMATE
TXN_20260612_000028,user_384@upi,merchant_12@paytm,379.31,INR,P2M,2026-06-12T21:41:41.248158Z,d_edb03bbae797,0,0,12.892780880801077,77.49044502937586,69.225.136.200,paytm_psp,0,LEGITIMATE
TXN_20260612_000029,user_168@upi,user_293@upi,3233.48,INR,P2P,2026-06-12T21:42:43.328158Z,d_32be2e677c70,0,0,13.002870868044255,77.64434854799534,77.119.239.10,hdfc_bank,0,LEGITIMATE
TXN_20260612_000030,user_455@upi,user_401@upi,403.03,INR,P2P,2026-06-12T21:41:48.428158Z,d_fb8c79b7017c,0,0,12.937834703895453,77.65627581462832,152.187.130.194,hdfc_bank,0,LEGITIMATE
TXN_20260612_000031,user_461@upi,user_110@upi,2443.88,INR,P2P,2026-06-12T21:41:25.318158Z,d_70425f98cb8d,0,0,12.943686480510532,77.5362876142785,176.245.195.201,paytm_psp,0,LEGITIMATE
TXN_20260612_000032,user_457@upi,user_96@upi,408.46,INR,P2P,2026-06-12T21:42:01.768158Z,d_801260eee3d3,0,0,12.960324428392052,77.67993618128054,133.152.107.121,hdfc_bank,0,LEGITIMATE
TXN_20260612_000033,user_216@upi,user_367@upi,411.69,INR,P2P,2026-06-12T21:42:35.858158Z,d_8c959ac13dd6,0,0,12.807957606563305,77.56966577482018,214.205.30.242,paytm_psp,0,LEGITIMATE
TXN_20260612_000034,user_170@upi,user_475@upi,435.26,INR,P2P,2026-06-12T21:42:13.108158Z,d_4bc9c960ce13,0,0,13.098279465813153,77.58938760569733,62.116.13.232,paytm_psp,0,LEGITIMATE
TXN_20260612_000035,user_305@upi,merchant_2@paytm,1651.94,INR,P2M,2026-06-12T21:42:51.528158Z,d_f17002fc5508,0,0,12.858775476963896,77.41056361160454,189.136.248.22,hdfc_bank,0,LEGITIMATE
TXN_20260612_000036,user_463@upi,user_135@upi,104.28,INR,P2P,2026-06-12T21:42:00.248158Z,d_f32e38fb18bb,0,0,12.84359015926671,77.68873514792898,109.78.58.114,hdfc_bank,0,LEGITIMATE
TXN_20260612_000037,user_193@upi,user_306@upi,2371.48,INR,P2P,2026-06-12T21:41:23.358158Z,d_de6e4384206d,0,0,12.909439885987881,77.66255197276585,146.50.146.240,paytm_psp,0,LEGITIMATE
TXN_20260612_000038,user_190@upi,user_436@upi,1723.29,INR,P2P,2026-06-12T21:41:40.648158Z,d_445e786d4bdd,0,0,12.842323474876505,77.4481476876366,203.145.202.101,paytm_psp,0,LEGITIMATE
TXN_20260612_000039,user_250@upi,user_383@upi,153.92,INR,P2P,2026-06-12T21:41:35.438158Z,d_8528d84ebaef,0,0,13.090095643837174,77.61412181919222,112.116.140.126,paytm_psp,0,LEGITIMATE
TXN_20260612_000040,user_204@upi,user_278@upi,459.61,INR,P2P,2026-06-12T21:42:31.528158Z,d_87874e42d311,0,0,12.90230627312421,77.62365083319733,60.3.77.243,hdfc_bank,0,LEGITIMATE
TXN_20260612_000041,user_298@upi,user_373@upi,1834.5,INR,P2P,2026-06-12T21:42:30.538158Z,d_0dd238f0923e,0,0,12.805519266321184,77.706053378432,132.162.76.214,paytm_psp,0,LEGITIMATE
TXN_20260612_000042,user_287@upi,user_408@upi,1165.68,INR,P2P,2026-06-12T21:43:03.428158Z,d_d43b3286c0d8,0,0,12.889899258379366,77.5894919393085,200.194.76.216,hdfc_bank,0,LEGITIMATE
TXN_20260612_000043,user_77@upi,user_184@upi,1009.24,INR,P2P,2026-06-12T21:43:20.168158Z,d_91c9033672ad,0,0,13.076856457605185,77.67474988651827,157.131.115.210,hdfc_bank,0,LEGITIMATE
TXN_20260612_000044,user_37@upi,user_322@upi,1218.08,INR,P2P,2026-06-12T21:43:05.008158Z,d_324638bea331,0,0,12.84136095426475,77.61283717640323,58.207.75.42,paytm_psp,0,LEGITIMATE
TXN_20260612_000045,user_343@upi,user_85@upi,2017.48,INR,P2P,2026-06-12T21:42:20.678158Z,d_4fb66d0ba257,0,0,13.111499337523014,77.52811031441273,177.149.20.19,hdfc_bank,0,LEGITIMATE
TXN_20260612_000046,user_295@upi,user_310@upi,51.46,INR,P2P,2026-06-12T21:43:20.528158Z,d_de9196a95ba3,0,0,12.888750826883529,77.39948137744251,95.99.245.78,hdfc_bank,0,LEGITIMATE
TXN_20260612_000047,user_118@upi,merchant_24@paytm,537.79,INR,P2M,2026-06-12T21:42:15.078158Z,d_6947950b0987,0,0,12.846068534843221,77.55963435343732,221.129.157.252,paytm_psp,0,LEGITIMATE
TXN_20260612_000048,user_400@upi,user_196@upi,1181.84,INR,P2P,2026-06-12T21:41:34.568158Z,d_04e539398e89,0,0,12.868034889118759,77.65644148289353,119.136.66.68,hdfc_bank,0,LEGITIMATE
TXN_20260612_000049,user_426@upi,merchant_41@paytm,220.23,INR,P2M,2026-06-12T21:43:35.488158Z,d_90afc4131d67,0,0,12.896641874013264,77.46049702138777,136.195.107.69,hdfc_bank,0,LEGITIMATE
TXN_20260612_000050,user_438@upi,user_131@upi,915.1,INR,P2P,2026-06-12T21:41:28.828158Z,d_87874e42d311,0,0,12.892867490517032,77.58208821615108,211.98.54.209,paytm_psp,0,LEGITIMATE
TXN_20260612_000051,user_196@upi,user_376@upi,2228.63,INR,P2P,2026-06-12T21:41:43.358158Z,d_83e29693a2ab,0,0,12.889469588251838,77.58000949168522,123.74.155.249,paytm_psp,0,LEGITIMATE
TXN_20260612_000052,user_459@upi,user_51@upi,1565.7,INR,P2P,2026-06-12T21:43:20.608158Z,d_1005ee0d7372,0,0,12.9020822304918,77.42914698772363,159.241.236.97,hdfc_bank,0,LEGITIMATE
TXN_20260612_000053,user_240@upi,user_485@upi,969.3,INR,P2P,2026-06-12T21:43:48.968158Z,d_3aad78f57fb1,0,0,12.95613174664737,77.6860512730928,67.218.181.219,paytm_psp,0,LEGITIMATE
TXN_20260612_000054,user_341@upi,user_3@upi,1318.73,INR,P2P,2026-06-12T21:41:51.428158Z,d_b9625a0930e2,0,0,13.026181287133598,77.62910481228569,190.21.155.40,hdfc_bank,0,LEGITIMATE
TXN_20260612_000055,user_32@upi,user_186@upi,276.35,INR,P2P,2026-06-12T21:43:18.978158Z,d_7de36492442a,0,0,13.014142942512509,77.66031177180344,180.63.68.231,paytm_psp,0,LEGITIMATE
TXN_20260612_000056,user_68@upi,user_227@upi,33.56,INR,P2P,2026-06-12T21:43:09.448158Z,d_0b43a6028024,0,0,12.912774207603768,77.5157672582102,107.78.247.130,paytm_psp,0,LEGITIMATE
TXN_20260612_000057,user_388@upi,merchant_4@paytm,572.6,INR,P2M,2026-06-12T21:42:33.278158Z,d_8bc2bea86449,0,0,12.959876784740901,77.58721355913171,145.207.55.5,hdfc_bank,0,LEGITIMATE
TXN_20260612_000058,user_72@upi,user_228@upi,164.51,INR,P2P,2026-06-12T21:42:14.908158Z,d_fc1d4809f278,0,0,12.848793926507199,77.54919454827767,188.222.145.93,paytm_psp,0,LEGITIMATE
TXN_20260612_000059,user_243@upi,user_335@upi,5164.64,INR,P2P,2026-06-12T21:42:52.498158Z,d_d42fc5f17092,0,0,12.980244298671265,77.49793700524995,109.188.186.179,paytm_psp,0,LEGITIMATE
TXN_20260612_000060,user_203@upi,user_324@upi,1449.18,INR,P2P,2026-06-12T21:42:33.128158Z,d_546b0c1ce981,0,0,13.133120795697549,77.46030887632027,56.40.123.232,hdfc_bank,0,LEGITIMATE
TXN_20260612_000061,user_447@upi,user_142@upi,30.31,INR,P2P,2026-06-12T21:42:53.318158Z,d_6e2d6d7e9919,0,0,12.983425750916913,77.4210201887314,181.213.9.99,hdfc_bank,0,LEGITIMATE
TXN_20260612_000062,user_167@upi,user_240@upi,528.12,INR,P2P,2026-06-12T21:42:14.608158Z,d_7580f5fa6fde,0,0,12.918351263102696,77.46830716883196,69.129.181.91,paytm_psp,0,LEGITIMATE
TXN_20260612_000063,user_416@upi,user_69@upi,220.97,INR,P2P,2026-06-12T21:43:28.628158Z,d_93240142e72f,0,0,13.075605661163525,77.47878232125603,197.211.37.19,hdfc_bank,0,LEGITIMATE
TXN_20260612_000064,user_67@upi,user_237@upi,1596.89,INR,P2P,2026-06-12T21:44:16.808158Z,d_efe0a49b0c82,0,0,13.047921683485598,77.58365615016609,58.193.117.19,hdfc_bank,0,LEGITIMATE
TXN_20260612_000065,user_414@upi,user_57@upi,192.06,INR,P2P,2026-06-12T21:44:01.428158Z,d_6344acc1b80a,0,0,12.979856372221565,77.40325779580984,50.249.252.90,paytm_psp,0,LEGITIMATE
TXN_20260612_000066,user_305@upi,user_320@upi,1130.65,INR,P2P,2026-06-12T21:43:05.888158Z,d_f17002fc5508,0,0,12.84427085098562,77.46090004432496,166.33.90.57,hdfc_bank,0,LEGITIMATE
TXN_20260612_000067,user_69@upi,user_32@upi,735.27,INR,P2P,2026-06-12T21:43:40.378158Z,d_9965d819242d,0,0,12.874270063132224,77.4279693124242,214.192.136.64,paytm_psp,0,LEGITIMATE
TXN_20260612_000068,user_264@upi,merchant_28@paytm,875.73,INR,P2M,2026-06-12T21:43:47.968158Z,d_0081af1d058f,0,0,13.07635666902619,77.69442768589944,173.182.45.237,paytm_psp,0,LEGITIMATE
TXN_20260612_000069,user_363@upi,user_353@upi,2940.47,INR,P2P,2026-06-12T21:41:49.448158Z,d_c6124f7a37eb,0,0,13.037365546275511,77.47417476719932,173.199.199.78,hdfc_bank,0,LEGITIMATE
TXN_20260612_000070,user_229@upi,user_362@upi,1851.25,INR,P2P,2026-06-12T21:42:12.328158Z,d_3d3da4366d35,0,0,13.00499106305548,77.45260512635524,170.218.131.160,hdfc_bank,0,LEGITIMATE
TXN_20260612_000071,user_438@upi,user_118@upi,531.23,INR,P2P,2026-06-12T21:44:35.128158Z,d_87874e42d311,0,0,12.877466630432524,77.59336752593441,166.79.62.60,hdfc_bank,0,LEGITIMATE
TXN_20260612_000072,user_102@upi,user_425@upi,2913.92,INR,P2P,2026-06-12T21:43:28.088158Z,d_9f026dd0344b,0,0,12.955656700808511,77.63475396274923,182.214.148.205,paytm_psp,0,LEGITIMATE
TXN_20260612_000073,user_27@upi,merchant_34@paytm,2753.94,INR,P2M,2026-06-12T21:41:39.688158Z,d_af5a0ac3d386,0,0,12.898613219840255,77.71630199851577,207.33.97.80,hdfc_bank,0,LEGITIMATE
TXN_20260612_000074,user_385@upi,user_495@upi,890.69,INR,P2P,2026-06-12T21:41:41.488158Z,d_d8e67bd50422,0,0,13.034065059097054,77.47472035864553,149.14.175.153,hdfc_bank,0,LEGITIMATE
TXN_20260612_000075,user_48@upi,user_383@upi,511.57,INR,P2P,2026-06-12T21:41:58.328158Z,d_ef6d04380934,0,0,12.921947563774806,77.67708462856082,210.114.74.80,paytm_psp,0,LEGITIMATE
TXN_20260612_000076,user_116@upi,user_141@upi,103.34,INR,P2P,2026-06-12T21:41:47.488158Z,d_4ccc987775f0,0,0,13.023117115955808,77.38883192738038,89.60.226.57,paytm_psp,0,LEGITIMATE
TXN_20260612_000077,user_129@upi,user_288@upi,268.42,INR,P2P,2026-06-12T21:42:54.888158Z,d_af4958122784,0,0,12.899490745334543,77.49017544529875,69.235.85.121,hdfc_bank,0,LEGITIMATE
TXN_20260612_000078,user_455@upi,user_6@upi,1936.09,INR,P2P,2026-06-12T21:43:44.528158Z,d_fb8c79b7017c,0,0,12.90735800695763,77.61256223036902,70.191.137.251,hdfc_bank,0,LEGITIMATE
TXN_20260612_000079,user_103@upi,user_487@upi,123.68,INR,P2P,2026-06-12T21:42:40.858158Z,d_a03eee05aafa,0,0,12.933697694115173,77.48509827722536,68.42.39.108,hdfc_bank,0,LEGITIMATE
TXN_20260612_000080,user_296@upi,user_388@upi,304.81,INR,P2P,2026-06-12T21:42:28.328158Z,d_06d618d5687b,0,0,12.871744365009254,77.56521416497475,222.242.125.12,hdfc_bank,0,LEGITIMATE
TXN_20260612_000081,user_47@upi,user_113@upi,1450.47,INR,P2P,2026-06-12T21:44:42.068158Z,d_6e9d0666db49,0,0,13.044015085524737,77.54636513766414,90.212.189.248,hdfc_bank,0,LEGITIMATE
TXN_20260612_000082,user_31@upi,user_197@upi,18.94,INR,P2P,2026-06-12T21:41:49.128158Z,d_0a2ddaf48488,0,0,12.863550214276305,77.53523773844879,110.78.5.32,paytm_psp,0,LEGITIMATE
TXN_20260612_000083,user_244@upi,user_470@upi,1212.15,INR,P2P,2026-06-12T21:45:02.088158Z,d_439479f0afd9,0,0,12.928225110597108,77.5504553135875,176.86.149.116,paytm_psp,0,LEGITIMATE
TXN_20260612_000084,user_58@upi,user_253@upi,155.23,INR,P2P,2026-06-12T21:42:59.648158Z,d_b1021b60bdc7,0,0,13.04791210658641,77.61687573803104,72.218.88.139,paytm_psp,0,LEGITIMATE
TXN_20260612_000085,user_464@upi,user_272@upi,2451.88,INR,P2P,2026-06-12T21:42:31.978158Z,d_cca64912deb3,0,0,12.901402960721466,77.46035244640639,116.236.27.26,hdfc_bank,0,LEGITIMATE
TXN_20260612_000086,user_32@upi,user_268@upi,22.72,INR,P2P,2026-06-12T21:41:42.128158Z,d_7de36492442a,0,0,13.038162936086849,77.63530990369938,183.136.47.148,paytm_psp,0,LEGITIMATE
TXN_20260612_000087,user_447@upi,user_412@upi,480.14,INR,P2P,2026-06-12T21:41:33.728158Z,d_6e2d6d7e9919,0,0,12.963386773062604,77.4549504812255,50.65.5.54,hdfc_bank,0,LEGITIMATE
TXN_20260612_000088,user_43@upi,user_58@upi,1325.44,INR,P2P,2026-06-12T21:44:44.008158Z,d_675a19548877,0,0,12.913414394313108,77.49706518013227,114.32.225.14,paytm_psp,0,LEGITIMATE
TXN_20260612_000089,user_249@upi,user_191@upi,414.66,INR,P2P,2026-06-12T21:42:06.168158Z,d_0081af1d058f,0,0,12.91310889778702,77.44344767417137,70.11.12.204,paytm_psp,0,LEGITIMATE
TXN_20260612_000090,user_195@upi,user_417@upi,1690.56,INR,P2P,2026-06-12T21:44:01.928158Z,d_8dd4c1cfd16f,0,0,12.89795842582454,77.63784753944864,91.112.85.240,hdfc_bank,0,LEGITIMATE
TXN_20260612_000091,user_47@upi,user_317@upi,500.46,INR,P2P,2026-06-12T21:45:35.678158Z,d_6e9d0666db49,0,0,13.107285690180051,77.50531104956276,126.219.56.152,paytm_psp,0,LEGITIMATE
TXN_20260612_000092,user_320@upi,user_464@upi,294.43,INR,P2P,2026-06-12T21:45:13.688158Z,d_47cc3fc7205b,0,0,12.780135191786977,77.5194578070483,144.148.223.197,hdfc_bank,0,LEGITIMATE
TXN_20260612_000093,user_262@upi,user_475@upi,1277.84,INR,P2P,2026-06-12T21:41:34.928158Z,d_b2844d056ea3,0,0,12.79457911012187,77.64317401863966,77.99.164.176,hdfc_bank,0,LEGITIMATE
TXN_20260612_000094,user_187@upi,user_189@upi,850.14,INR,P2P,2026-06-12T21:44:32.788158Z,d_28a7d20f0b9c,0,0,12.794135180771246,77.54431780109076,147.153.90.71,hdfc_bank,0,LEGITIMATE
TXN_20260612_000095,user_466@upi,user_339@upi,859.6,INR,P2P,2026-06-12T21:43:17.928158Z,d_da87fc3bf9de,0,0,12.801195853220994,77.52040797925339,183.32.171.71,hdfc_bank,0,LEGITIMATE
TXN_20260612_000096,user_277@upi,user_206@upi,732.51,INR,P2P,2026-06-12T21:44:57.128158Z,d_28d6fae4b69d,0,0,12.927909671308988,77.60064517523725,180.224.76.32,paytm_psp,0,LEGITIMATE
TXN_20260612_000097,user_292@upi,user_55@upi,1358.86,INR,P2P,2026-06-12T21:45:30.468158Z,d_d43b3286c0d8,0,0,12.945304684901183,77.48498437090383,142.133.174.49,paytm_psp,0,LEGITIMATE
TXN_20260612_000098,user_190@upi,user_301@upi,702.3,INR,P2P,2026-06-12T21:45:09.568158Z,d_445e786d4bdd,0,0,12.859679543938297,77.53505711616538,218.152.72.188,paytm_psp,0,LEGITIMATE
TXN_20260612_000099,user_458@upi,user_240@upi,633.81,INR,P2P,2026-06-12T21:45:48.578158Z,d_799231f03347,0,0,12.883881481495271,77.61321145845656,212.52.137.137,hdfc_bank,0,LEGITIMATE
TXN_20260612_000100,user_441@upi,user_247@upi,180.38,INR,P2P,2026-06-12T21:41:49.328158Z,d_26ec175afb66,0,0,13.014404916575497,77.6147527131192,106.229.32.139,hdfc_bank,0,LEGITIMATE
TXN_20260612_000101,user_401@upi,user_403@upi,781.82,INR,P2P,2026-06-12T21:43:09.448158Z,d_9cb33a4fa00b,0,0,12.8640784706976,77.68595977261975,90.165.52.157,paytm_psp,0,LEGITIMATE
TXN_20260612_000102,user_218@upi,user_357@upi,363.57,INR,P2P,2026-06-12T21:46:06.008158Z,d_1aef4a2f1325,0,0,13.074707168173125,77.67379017033794,72.239.127.217,hdfc_bank,0,LEGITIMATE
TXN_20260612_000103,user_419@upi,user_135@upi,156.11,INR,P2P,2026-06-12T21:42:12.978158Z,d_cca64912deb3,0,0,13.01712444524767,77.45771740899595,155.254.114.61,hdfc_bank,0,LEGITIMATE
TXN_20260612_000104,user_439@upi,user_304@upi,369.32,INR,P2P,2026-06-12T21:43:33.608158Z,d_fd83b2b5100d,0,0,13.018813821748337,77.51619369668194,184.66.227.117,paytm_psp,0,LEGITIMATE
TXN_20260612_000105,user_36@upi,user_16@upi,490.02,INR,P2P,2026-06-12T21:44:49.478158Z,d_3cee4c046245,0,0,12.806428634616262,77.48288648484267,149.36.243.208,hdfc_bank,0,LEGITIMATE
TXN_20260612_000106,user_271@upi,user_391@upi,831.85,INR,P2P,2026-06-12T21:44:00.628158Z,d_ca61770cc9f8,0,0,12.935309355177807,77.48827800142269,57.95.253.156,hdfc_bank,0,LEGITIMATE
TXN_20260612_000107,user_347@upi,user_136@upi,3119.0,INR,P2P,2026-06-12T21:44:40.698158Z,d_503cccf9a7be,0,0,12.983556525681829,77.71025878090775,191.135.119.123,hdfc_bank,0,LEGITIMATE
TXN_20260612_000108,user_391@upi,user_202@upi,888.47,INR,P2P,2026-06-12T21:42:34.088158Z,d_8bc2bea86449,0,0,13.04468483702813,77.48568946667119,189.36.186.32,hdfc_bank,0,LEGITIMATE
TXN_20260612_000109,user_105@upi,user_166@upi,2050.66,INR,P2P,2026-06-12T21:43:07.508158Z,d_311f84de4df0,0,0,12.832094324088297,77.57160327165525,76.61.255.100,paytm_psp,0,LEGITIMATE
TXN_20260612_000110,user_214@upi,merchant_5@paytm,373.96,INR,P2M,2026-06-12T21:44:24.428158Z,d_8528d84ebaef,0,0,12.926607622523807,77.4254277229361,173.139.79.59,paytm_psp,0,LEGITIMATE
TXN_20260612_000111,user_386@upi,user_280@upi,578.74,INR,P2P,2026-06-12T21:41:35.198158Z,d_0c9f40cdb4cb,0,0,12.935932533569813,77.68345759817196,197.68.50.89,paytm_psp,0,LEGITIMATE
TXN_20260612_000112,user_380@upi,user_42@upi,10.64,INR,P2P,2026-06-12T21:45:57.448158Z,d_a0cadcb723ae,0,0,12.845253737186615,77.4773771149881,182.109.211.202,paytm_psp,0,LEGITIMATE
TXN_20260612_000113,user_436@upi,user_276@upi,32.61,INR,P2P,2026-06-12T21:42:42.208158Z,d_1aef4a2f1325,0,0,12.894624935430956,77.58032214005142,147.150.22.29,paytm_psp,0,LEGITIMATE
TXN_20260612_000114,user_234@upi,merchant_30@paytm,1358.58,INR,P2M,2026-06-12T21:42:56.648158Z,d_d27d2fecb4d9,0,0,12.828139488287864,77.41910865413784,104.246.124.165,hdfc_bank,0,LEGITIMATE
TXN_20260612_000115,user_415@upi,user_107@upi,29.57,INR,P2P,2026-06-12T21:42:29.928158Z,d_5773bdb07ab5,0,0,13.082013441352808,77.71707136501908,96.153.139.137,paytm_psp,0,LEGITIMATE
TXN_20260612_000116,user_181@upi,user_30@upi,1418.44,INR,P2P,2026-06-12T21:46:56.208158Z,d_50937232b06f,0,0,13.100291739997857,77.66817268294193,89.71.133.178,paytm_psp,0,LEGITIMATE
TXN_20260612_000117,user_92@upi,user_477@upi,1041.57,INR,P2P,2026-06-12T21:44:35.228158Z,d_0838fe02f371,0,0,12.79851350429822,77.3803897235343,220.103.98.128,hdfc_bank,0,LEGITIMATE
TXN_20260612_000118,user_143@upi,user_53@upi,59585.59,INR,P2P,2026-06-12T21:43:13.148158Z,d_8ee890f45d9a,1,0,12.888133975206134,77.5757665985461,184.2.186.182,paytm_psp,1,ROOTED_DEVICE
TXN_20260612_000119,user_286@upi,user_348@upi,1476.11,INR,P2P,2026-06-12T21:45:57.168158Z,d_ca53fa585630,0,0,13.051781219006408,77.58856438335314,206.230.70.243,hdfc_bank,0,LEGITIMATE
TXN_20260612_000120,user_252@upi,user_212@upi,3503.77,INR,P2P,2026-06-12T21:41:54.728158Z,d_5b891925b709,0,0,13.106504903406739,77.56727829149216,110.128.112.23,hdfc_bank,0,LEGITIMATE
TXN_20260612_000121,user_188@upi,merchant_39@paytm,725.11,INR,P2M,2026-06-12T21:43:36.688158Z,d_9cb33a4fa00b,0,0,12.877798565470718,77.48631133718138,128.80.164.247,paytm_psp,0,LEGITIMATE
TXN_20260612_000122,user_261@upi,user_276@upi,305.01,INR,P2P,2026-06-12T21:43:15.888158Z,d_f58171a057fb,0,0,13.12986004354752,77.44143173482333,84.40.54.113,hdfc_bank,0,LEGITIMATE
